Area_sqft,Bedrooms,Age_of_Home,Price
1472,1,5,250340.0
3799,5,14,649308.0
3170,2,66,476382.0
806,2,94,50000.0
956,1,27,139283.0
2707,1,72,350760.0
830,5,43,143003.0
3323,4,17,538129.0
724,5,31,128696.0
3530,2,82,424299.0
3276,2,68,446243.0
1979,4,43,349455.0
3616,2,69,495652.0
3785,1,62,510656.0
1582,2,75,148350.0
1143,3,57,100002.0
1115,4,46,202312.0
694,4,16,145079.0
988,4,38,128573.0
2704,3,58,379679.0
3157,5,6,573830.0
1749,1,62,220027.0
2959,4,56,462617.0
3776,2,74,496734.0
1602,1,33,238533.0
1647,2,52,224037.0
3018,1,65,368413.0
1741,1,77,155237.0
1015,2,81,100939.0
2125,2,47,328419.0
1627,1,59,211060.0
892,4,42,168297.0
1130,2,72,142102.0
2347,3,3,479593.0
3155,3,77,449485.0
1479,1,74,157773.0
933,5,93,144688.0
3902,1,90,519809.0
3714,1,92,426623.0
3087,4,51,487164.0
777,4,31,189466.0
732,5,93,150569.0
2052,5,89,301606.0
2094,5,93,288872.0
1613,5,50,286899.0
3770,5,9,635383.0
2909,1,11,490229.0
525,1,96,50000.0
3596,3,97,481423.0
1917,3,81,283757.0
3054,2,38,417897.0
3872,1,79,443841.0
3910,5,67,618751.0
2814,2,9,483519.0
960,4,91,110531.0
3003,1,81,352877.0
3931,3,72,534546.0
1591,1,85,119616.0
1506,1,9,255055.0
3410,1,22,529639.0
3983,1,76,553793.0
2494,4,87,349918.0
990,3,12,159418.0
1572,1,47,177953.0
3111,4,88,459009.0
3673,2,43,508231.0
715,1,92,50000.0
2223,4,79,288125.0
2092,5,63,317295.0
3106,2,39,424543.0
658,3,5,153188.0
3036,1,71,346308.0
1185,1,97,58539.0
3813,4,81,580284.0
3341,3,42,542215.0
2276,5,31,424324.0
2552,2,48,407663.0
2343,3,73,284262.0
2908,1,97,337059.0
3006,4,86,429965.0
2795,5,18,556206.0
2089,4,83,286626.0
2196,2,51,332239.0
3493,3,51,573558.0
2969,4,33,489659.0
2446,4,58,363226.0
2562,1,80,296823.0
3283,4,4,516307.0
1645,5,65,254975.0
2824,3,40,392959.0
2081,2,33,336017.0
3000,4,53,419535.0
3961,5,19,683117.0
3865,2,53,590281.0
3145,5,65,515619.0
2993,4,91,405259.0
2757,4,17,496065.0
3261,3,43,497840.0
2849,1,47,377231.0
2432,5,34,413097.0
3794,1,78,508787.0
2257,1,38,266251.0
2550,2,2,404978.0
1489,2,18,252992.0
2041,5,86,287570.0
1616,1,82,125246.0
3067,3,17,472910.0
3999,1,93,513413.0
992,2,82,104886.0
3806,1,4,618637.0
1119,4,54,206473.0
3732,4,12,648473.0
2878,3,33,394453.0
2880,5,87,450190.0
2597,1,17,373634.0
2046,4,67,263254.0
1362,5,99,202237.0
2191,4,71,328818.0
2105,5,42,391893.0
2819,5,64,430017.0
1079,4,40,193679.0
2390,2,37,300075.0
1775,5,99,306279.0
3107,1,37,401500.0
3243,4,12,527741.0
2355,2,21,337127.0
3661,4,28,601747.0
2993,3,8,473907.0
3564,1,90,478946.0
1855,3,67,267294.0
1662,5,16,285396.0
856,5,36,208596.0
2124,3,63,330357.0
2821,3,66,382094.0
3590,5,3,600569.0
2506,2,39,381060.0
2858,1,15,450460.0
1369,4,10,243246.0
1385,3,90,187457.0
2501,1,25,347939.0
2701,4,94,407846.0
1913,4,97,203156.0
1783,3,71,220251.0
1119,2,64,124798.0
1382,2,1,216364.0
1296,1,90,105450.0
2672,1,44,357596.0
3925,5,42,632060.0
1796,2,2,294881.0
1118,1,33,109383.0
2334,5,79,354611.0
744,4,64,111033.0
3395,1,63,423381.0
2997,5,6,579822.0
1429,2,34,222997.0
1770,4,21,341890.0
1019,1,47,92189.0
3712,2,31,490330.0
2909,4,25,538669.0
507,3,5,135110.0
3025,2,45,450659.0
3923,3,54,593268.0
2519,1,74,321021.0
994,5,94,104389.0
2129,1,54,243687.0
3380,2,84,415420.0
3998,3,56,609039.0
1562,3,85,155901.0
3140,4,62,430737.0
686,1,0,103625.0
3301,1,20,482982.0
2377,2,19,372260.0
2640,3,72,355012.0
585,2,90,50000.0
3615,2,28,583659.0
636,3,42,106475.0
2968,2,96,404860.0
2621,3,44,416847.0
2136,2,64,254950.0
3727,5,2,631248.0
3826,2,95,472983.0
2718,2,19,419172.0
2251,5,80,333284.0
2717,1,36,402192.0
2287,3,37,353944.0
1371,4,73,205480.0
2869,5,44,442514.0
3003,1,92,367299.0
1443,2,41,192898.0
2126,1,45,268361.0
3337,5,59,510355.0
3160,2,95,445338.0
3726,1,12,529109.0
3436,4,30,579703.0
848,3,67,105401.0
2176,3,61,272399.0
1696,5,48,287874.0
509,2,17,50000.0
3287,2,74,495838.0
3836,3,52,561958.0
1961,1,17,327215.0
3818,2,50,593072.0
1166,4,40,189858.0
3093,4,100,424830.0
2022,2,96,233662.0
2676,2,100,378408.0
1100,3,66,140061.0
3152,5,64,494387.0
826,3,82,50000.0
1479,5,5,289029.0
2951,4,73,420059.0
1128,5,36,265040.0
2129,3,11,422945.0
3930,2,80,548533.0
3265,5,90,492278.0
3588,3,1,617546.0
773,4,52,113010.0
1184,5,24,290498.0
615,4,27,96919.0
1360,4,44,217556.0
2503,1,36,371849.0
1192,5,100,144364.0
3662,3,16,664154.0
1605,5,68,279178.0
2871,5,55,494156.0
3508,4,57,515032.0
2661,4,82,409699.0
2292,4,3,444501.0
3629,4,54,606486.0
653,3,48,50000.0
2400,2,37,332182.0
1927,1,44,266341.0
1789,4,29,324538.0
814,4,95,86749.0
1564,1,36,165562.0
604,4,55,110495.0
2424,2,26,381655.0
2413,5,31,424660.0
1716,1,10,264295.0
1924,3,57,308466.0
3849,1,76,501529.0
2901,2,34,396847.0
3563,3,16,617353.0
2272,5,29,446412.0
2460,4,17,427410.0
3280,1,100,418252.0
2103,3,29,294929.0
1208,1,89,90066.0
3827,5,15,604624.0
1150,1,74,137439.0
3371,3,53,457171.0
1446,2,3,240960.0
1160,3,14,223672.0
2646,1,75,351618.0
3135,5,26,554867.0
2829,4,3,535040.0
2950,4,34,505816.0
1632,5,84,283255.0
1199,1,62,72798.0
2746,5,99,378562.0
3874,1,65,536641.0
2538,3,38,442312.0
2874,2,27,423549.0
2701,1,33,444504.0
1051,4,32,209842.0
904,4,49,135451.0
961,2,59,78714.0
2679,1,71,358721.0
3338,2,71,436296.0
1373,3,41,208584.0
583,2,85,50000.0
1922,3,90,246285.0
3301,4,27,600125.0
3175,3,74,459265.0
3680,1,26,522657.0
720,1,0,105607.0
3100,1,91,425817.0
1891,1,90,180185.0
3718,5,7,666843.0
611,3,45,103416.0
1114,1,23,172118.0
2081,2,39,347299.0
3471,2,50,509132.0
974,5,99,151825.0
3383,3,23,549022.0
2413,3,21,383143.0
770,3,73,102722.0
2968,5,67,445273.0
2420,3,7,379692.0
3254,3,57,497146.0
1890,1,14,300620.0
3851,3,7,640090.0
3854,1,92,487010.0
539,1,41,50000.0
2482,3,38,354196.0
2736,2,34,353729.0
3735,4,40,618884.0
1493,2,47,233781.0
2512,3,77,336873.0
3083,3,95,452604.0
3575,2,70,507249.0
789,3,43,136888.0
2980,1,96,412325.0
3018,5,34,474251.0
3752,3,26,590184.0
3819,3,64,530488.0
3175,2,69,422419.0
778,1,65,56682.0
3424,2,70,468266.0
1080,2,71,84598.0
1362,3,62,191940.0
753,1,92,50000.0
680,3,79,103099.0
1180,3,28,226336.0
1324,3,30,232917.0
1199,3,63,149973.0
3113,5,85,469593.0
1849,4,52,316154.0
1880,1,73,204189.0
2173,5,67,297850.0
3227,4,24,556823.0
2938,4,12,522191.0
2138,4,80,314336.0
2457,5,39,398986.0
3656,1,71,511996.0
3888,2,86,554466.0
711,4,6,187897.0
2038,2,31,296613.0
883,2,23,133592.0
2214,3,0,380238.0
841,2,46,97720.0
2338,3,50,340081.0
2487,1,35,360746.0
1343,1,26,217144.0
3609,3,69,562083.0
2034,1,41,248507.0
919,4,94,82563.0
3298,1,75,450026.0
3740,3,89,486811.0
2488,4,88,312846.0
2432,2,67,296119.0
3914,2,69,539015.0
2349,2,12,427020.0
805,3,24,148115.0
3249,2,94,422778.0
1368,1,21,164056.0
3084,2,98,417228.0
1635,5,20,347396.0
1934,5,14,359236.0
705,2,66,50000.0
3756,2,36,588939.0
3953,5,44,633375.0
995,2,25,139336.0
3950,4,80,565503.0
3618,5,54,585059.0
2409,3,49,384506.0
3051,5,34,526545.0
1545,1,40,211895.0
712,4,71,94386.0
809,3,10,173718.0
3208,2,87,405058.0
2491,1,7,377156.0
3300,1,53,494049.0
771,4,93,85315.0
2322,3,0,397273.0
3485,1,97,406129.0
3773,3,19,537127.0
2579,3,99,390649.0
942,1,33,187571.0
2709,3,56,417981.0
3314,4,97,429643.0
753,1,12,200588.0
1020,4,53,127282.0
1476,4,52,250798.0
509,3,51,50000.0
3273,3,5,479783.0
3052,1,35,442762.0
3332,2,24,521771.0
2083,1,90,228020.0
2983,4,57,503843.0
1634,3,54,238860.0
652,4,94,89369.0
2158,5,2,397820.0
3464,5,27,626050.0
3416,4,67,553411.0
3673,2,80,487313.0
3300,2,37,501856.0
2356,1,33,312836.0
1714,1,83,170886.0
2252,1,12,365519.0
3110,3,4,536245.0
1604,2,59,157926.0
3036,4,87,396882.0
1394,5,16,272260.0
1611,2,56,221044.0
3765,2,30,541224.0
603,2,91,50000.0
3667,1,64,414369.0
3994,3,65,643685.0
2414,4,32,409759.0
3769,1,92,431672.0
3572,3,3,623191.0
1506,2,81,213507.0
906,3,54,137501.0
1901,1,23,296241.0
666,2,31,141963.0
1008,1,72,102968.0
2161,4,46,367927.0
2860,2,15,404972.0
3989,3,20,552475.0
1262,1,93,123544.0
1180,5,66,191071.0
3024,3,96,384755.0
2620,3,30,446196.0
1664,2,13,245355.0
1081,3,5,215055.0
761,1,68,54262.0
1863,5,28,366544.0
1831,4,54,300088.0
2792,5,36,485852.0
2038,1,58,243961.0
3908,2,35,572846.0
1060,1,84,88408.0
1599,3,75,194834.0
2403,2,58,305994.0
674,4,86,116488.0
2656,4,77,365761.0
2730,1,63,340141.0
691,3,42,150047.0
564,4,41,94705.0
3510,5,73,548534.0
1997,2,59,281023.0
3671,5,61,574744.0
2067,4,63,302799.0
3411,4,90,449858.0
1651,1,57,218086.0
2437,1,1,417430.0
868,2,77,107687.0
1350,1,70,149627.0
542,3,80,50000.0
2407,2,83,324533.0
3990,3,7,646848.0
3035,1,55,391488.0
577,2,83,50000.0
3373,4,35,550731.0
2324,5,68,397268.0
1793,4,12,344777.0
1173,3,38,182343.0
1200,4,80,153533.0
1258,4,5,281039.0
2423,5,18,401712.0
3275,5,24,547403.0
3886,4,2,594675.0
3472,5,52,571040.0
1401,4,27,277102.0
3436,2,25,502321.0
1492,4,46,215794.0
1691,1,7,293846.0
2886,5,56,444274.0
2740,5,54,465499.0
1976,3,78,262376.0
2830,3,0,468630.0
3907,1,39,576652.0
889,5,22,207903.0
1499,5,99,250883.0
1024,3,53,127946.0
3811,3,41,542706.0
2355,4,79,337965.0
2006,5,49,356390.0
1158,5,3,264470.0
3263,4,7,615002.0
1390,5,35,302885.0
1981,1,9,290584.0
3660,3,29,576129.0
3666,3,99,436944.0
951,3,15,216198.0
2975,2,29,431036.0
3722,1,63,508669.0
2037,1,73,230228.0
3947,4,10,615369.0
3593,2,33,564357.0
1382,5,79,180741.0
812,1,54,61422.0
1339,2,82,168037.0
3066,2,3,467162.0
3777,1,48,573676.0
874,4,43,129891.0
950,2,30,111412.0
3562,3,47,539296.0
1094,2,98,135523.0
3750,5,97,545922.0
1733,1,25,279391.0
999,5,69,126824.0
963,4,96,98257.0
3695,3,90,497168.0
612,1,11,60759.0
1535,2,44,169712.0
3697,3,7,598901.0
2878,2,8,509492.0
2424,4,0,450156.0
3854,1,4,572811.0
639,4,70,50000.0
1924,4,81,260239.0
3449,4,53,520558.0
3668,4,23,614136.0
1016,2,25,154788.0
3116,5,9,575554.0
2447,2,60,358075.0
3393,3,39,520055.0
3640,4,43,572726.0
2665,3,11,447577.0
1387,2,21,170507.0
3630,4,26,614911.0
3604,2,66,552318.0
1841,4,81,260729.0
549,2,68,50000.0
518,1,13,81891.0
1225,5,24,241902.0
2744,5,51,451222.0
1973,4,94,253790.0
3106,1,84,320514.0
951,3,58,135913.0
2836,1,37,467730.0
1664,4,19,266717.0
1607,1,77,201565.0
2938,3,19,489919.0
714,4,55,93532.0
2049,5,100,247050.0
2762,1,29,407380.0
3974,5,40,658927.0
627,5,83,50000.0
2345,2,70,335541.0
1259,3,62,159617.0
2951,1,68,395832.0
3600,5,94,548296.0
2315,5,28,440525.0
2885,3,78,369465.0
3378,5,88,561444.0
3261,5,76,470327.0
860,5,43,204235.0
1068,5,87,140823.0
1915,2,78,235210.0
2765,2,87,346607.0
2097,4,89,301759.0
2192,1,82,281842.0
701,3,56,79583.0
2564,4,23,410690.0
2869,2,18,386870.0
1017,2,16,178758.0
1848,2,68,230528.0
1935,4,60,301512.0
1841,2,3,309504.0
1180,4,21,254567.0
2488,2,73,310407.0
3653,5,84,557624.0
1991,5,88,292093.0
924,1,5,123769.0
2468,2,29,354807.0
2212,1,92,269005.0
3775,4,74,582167.0
3566,1,10,565066.0
2934,2,47,418636.0
1277,4,45,150251.0
2645,4,26,395633.0
3916,5,18,657912.0
2326,4,85,281367.0
707,4,91,111193.0
2037,1,58,231677.0
2159,4,67,315210.0
3133,3,100,462006.0
2713,5,53,474270.0
521,5,82,90140.0
653,4,16,165384.0
2462,1,49,307814.0
3866,5,39,655936.0
718,5,99,95281.0
1168,3,86,127936.0
2018,4,91,292731.0
2777,5,10,524318.0
2567,5,13,440311.0
3100,5,12,578101.0
1449,5,87,210383.0
2695,1,79,331947.0
3679,2,27,519981.0
902,3,93,50000.0
1095,1,43,89005.0
2914,3,62,494492.0
1937,5,60,386599.0
3880,3,90,482947.0
3349,4,16,517721.0
3465,4,49,525581.0
1657,2,25,291764.0
2242,2,6,387856.0
1806,3,98,278324.0
572,1,78,50000.0
980,1,15,128080.0
3923,5,84,589328.0
1059,1,16,154436.0
3897,2,89,516932.0
1244,1,34,169007.0
1966,5,83,358901.0
599,4,83,73856.0
1582,1,22,199003.0
3055,1,68,387934.0
2805,2,8,472921.0
912,3,86,111611.0
1588,4,17,314176.0
3142,3,92,369930.0
1677,5,74,215966.0
2508,5,47,415859.0
2813,3,71,410132.0
1320,2,90,105068.0
3650,2,65,554327.0
3886,2,22,612724.0
1161,4,84,137805.0
3494,5,9,696706.0
1059,5,37,200484.0
3464,5,58,538918.0
3438,4,67,502818.0
1771,5,84,266103.0
2313,3,100,254707.0
3415,1,42,503965.0
1109,4,11,259394.0
2961,1,52,421764.0
524,3,13,109407.0
2528,2,51,344542.0
783,2,83,76243.0
1972,2,71,257069.0
3428,4,90,462145.0
800,2,100,50000.0
1591,4,60,234807.0
1530,4,40,277161.0
1316,1,20,208247.0
3708,2,47,494365.0
3735,5,55,619369.0
582,2,34,142030.0
2420,2,43,340864.0
3991,2,38,586945.0
3644,5,14,614104.0
3808,5,11,647405.0
2593,4,97,388896.0
1117,5,7,235620.0
3475,4,100,488517.0
2809,1,93,321499.0
675,4,66,107772.0
1689,2,93,173169.0
3204,3,92,454822.0
1341,3,0,292378.0
869,2,79,86771.0
2318,4,41,372036.0
2601,2,30,417753.0
1189,5,73,168273.0
3990,4,29,656585.0
2279,2,42,316016.0
1864,5,25,356050.0
3698,5,11,612708.0
1932,4,58,335714.0
866,1,68,50000.0
3842,1,72,506042.0
1143,5,10,215139.0
2926,1,46,438577.0
572,5,22,206025.0
3462,1,80,407571.0
1771,5,42,324978.0
1359,5,76,203775.0
542,5,80,100662.0
2924,5,86,482691.0
1564,3,38,260562.0
2717,1,72,318183.0
2759,5,81,395936.0
2016,2,54,266983.0
2586,4,17,425668.0
868,2,93,81407.0
3304,2,41,511763.0
650,3,25,165289.0
1634,1,17,231957.0
2003,3,84,294278.0
1959,1,40,316348.0
1570,5,41,246505.0
1523,3,32,235432.0
2098,4,42,341056.0
3284,1,13,521669.0
2540,3,54,416404.0
1889,4,57,243033.0
568,2,9,94313.0
2846,5,27,528865.0
1443,5,13,275290.0
1301,2,82,160696.0
2843,3,25,473657.0
2750,2,73,388218.0
560,4,16,168501.0
1445,1,33,184351.0
3510,3,13,562925.0
1837,1,25,255187.0
1684,2,33,259758.0
830,5,82,62165.0
2051,1,23,314523.0
837,1,94,84425.0
2129,5,69,342470.0
1827,1,19,267580.0
2026,1,38,280507.0
2173,5,44,389071.0
1861,5,33,373851.0
2073,2,21,323714.0
3186,2,70,428894.0
774,1,32,56482.0
1687,3,5,308458.0
2866,2,15,415843.0
3136,2,71,408780.0
3051,3,22,517576.0
2934,3,17,510326.0
2493,5,13,472248.0
1369,2,49,222984.0
3380,4,60,465500.0
1514,4,35,313942.0
2411,1,14,339385.0
1102,2,4,209524.0
2299,4,52,342485.0
1190,2,47,171400.0
993,2,78,95886.0
989,4,10,250475.0
3268,2,1,602949.0
3644,3,86,529855.0
3056,1,23,447214.0
889,5,81,182136.0
794,4,67,67789.0
1892,5,78,272783.0
3343,1,11,501324.0
3412,3,58,493880.0
2217,3,66,291181.0
3096,3,31,508079.0
1148,3,35,190135.0
2373,4,20,407852.0
1067,4,69,199530.0
3758,2,65,512308.0
3400,2,8,571229.0
3317,1,75,419328.0
944,2,43,122427.0
862,1,58,56883.0
2670,1,23,349241.0
1711,1,62,182408.0
1241,3,77,100462.0
2541,5,40,440824.0
1179,5,75,177401.0
2967,4,90,449574.0
3823,1,73,484098.0
2142,3,1,372370.0
2072,2,94,274534.0
1858,2,27,313001.0
2639,4,15,461939.0
562,4,58,63657.0
3059,1,0,496454.0
1662,1,85,158653.0
3756,2,0,587801.0
1728,2,30,303138.0
3319,2,21,556640.0
3785,2,97,464751.0
755,5,75,174732.0
634,1,58,50000.0
1374,1,86,146382.0
1321,2,27,260688.0
2635,3,75,360363.0
3535,2,26,546908.0
3778,4,86,565204.0
3700,3,0,662409.0
1322,4,1,277698.0
3574,3,94,507581.0
1473,4,65,199722.0
3481,2,48,460104.0
2277,2,88,255596.0
620,3,18,110963.0
3956,4,27,670254.0
2137,5,69,335546.0
3609,3,38,537424.0
1864,3,18,291381.0
1507,1,63,157919.0
1424,3,57,232717.0
1144,5,16,225699.0
2532,2,69,333180.0
3261,4,78,464084.0
3407,1,85,439676.0
2568,4,40,472428.0
741,2,97,50000.0
3002,3,4,515022.0
3510,5,22,599640.0
3168,1,68,399617.0
2850,5,9,518212.0
2119,5,67,392044.0
1302,5,11,280029.0
1463,5,9,306575.0
568,2,59,50000.0
1652,5,29,325462.0
695,5,23,146654.0
2687,2,68,365093.0
2830,4,12,503475.0
2859,2,99,324606.0
1245,3,8,285086.0
2188,2,17,394637.0
776,4,34,223030.0
560,3,94,50000.0
3890,3,87,551568.0
2413,1,3,376012.0
2599,5,40,443895.0
2700,3,25,462811.0
2272,3,43,349716.0
1834,4,41,301375.0
2337,3,9,416518.0
3091,4,72,438460.0
1066,5,0,307310.0
3960,1,53,550652.0
2071,1,15,335593.0
1121,5,45,190102.0
2525,5,12,463046.0
1700,2,63,207590.0
3933,3,77,547005.0
813,3,86,50000.0
3354,3,54,529989.0
3395,4,62,529385.0
2644,2,17,373637.0
3428,3,60,495825.0
1736,4,91,224674.0
3376,4,19,575567.0
636,1,64,50000.0
1529,4,63,266361.0
3558,5,75,572622.0
2656,4,90,436605.0
3094,5,63,421696.0
3610,5,12,668121.0
1161,1,67,137597.0
2972,1,88,354946.0
3177,4,69,466051.0
2808,1,56,371352.0
3997,1,44,574186.0
586,3,85,50000.0
3012,4,37,439291.0
2623,4,53,394261.0
3018,4,35,482727.0
2961,1,66,402054.0
3372,1,78,396561.0
3442,5,10,623579.0
3273,2,97,378410.0
3004,2,26,471317.0
1808,2,86,224571.0
3810,3,16,608389.0
2200,1,86,248184.0
3200,5,97,484524.0
3219,5,84,464588.0
3943,2,32,602315.0
994,3,4,193777.0
2147,3,80,332555.0
2442,2,61,349397.0
1568,2,64,167074.0
1924,1,70,279134.0
3818,3,66,583553.0
1096,5,89,121407.0
949,2,79,50000.0
984,1,79,50000.0
1145,5,43,190687.0
3167,3,13,523988.0
3589,2,89,474017.0
2129,2,90,273394.0
1161,1,56,117627.0
1257,1,47,144331.0
788,3,16,162375.0
3985,2,43,619927.0
1220,1,3,142623.0
1137,2,80,106857.0
2782,3,96,401661.0
2963,2,29,451683.0
3485,5,84,513103.0
998,2,80,69261.0
3521,4,74,546425.0
1133,4,54,170711.0
2173,3,29,336473.0
2530,3,17,460012.0
3567,3,83,464044.0
614,5,97,124641.0
3479,5,91,517722.0
1173,2,72,130286.0
2236,1,43,312362.0
1757,4,61,270973.0
3582,4,30,565458.0
2753,4,15,485275.0
2794,2,94,331604.0
3305,2,92,438191.0
3698,3,76,592875.0
646,1,22,110305.0
2665,3,13,438490.0
3953,2,1,639417.0
911,5,11,213855.0
2187,3,57,314135.0
2910,2,91,363948.0
2032,2,95,245058.0
636,5,55,156604.0
3746,5,23,697576.0
3860,5,36,655253.0
3505,1,28,479245.0
518,2,41,50000.0
2742,5,17,488886.0
2877,1,2,479163.0
2459,4,76,351411.0
2722,4,12,468126.0
1501,4,28,298547.0
948,2,65,103397.0
2448,1,58,348632.0
1445,1,91,82405.0
1877,4,47,319451.0
2022,3,3,306413.0
640,4,50,123999.0
3305,2,4,557970.0
2420,4,38,348555.0
3477,4,40,484693.0
592,1,4,129530.0
738,4,7,195782.0
704,5,97,56243.0
3107,5,55,507381.0
1956,3,24,308357.0
744,2,90,50000.0
1331,2,51,170400.0
3888,1,51,502078.0
3472,2,6,580633.0
794,3,60,75328.0
3187,5,99,462030.0
1355,1,95,128812.0
3853,5,84,552248.0
2564,3,46,381154.0
570,1,81,50000.0
1792,4,65,322535.0
1848,2,58,275047.0
804,3,4,198596.0
1530,1,43,264212.0
1837,5,41,336913.0
1316,1,60,135321.0
1626,4,62,206305.0
1320,3,49,178214.0
692,1,37,84178.0
2276,3,91,320142.0
1028,3,94,81783.0
2718,5,53,491610.0
750,2,43,54712.0
2288,4,23,384336.0
3958,1,62,551414.0
3778,2,96,495435.0
3088,5,38,531902.0
2526,2,11,409555.0
2963,3,62,449497.0
3341,3,8,544232.0
1903,4,78,262832.0
1667,1,86,142101.0
2572,1,21,445811.0
3215,5,35,537895.0
1596,4,73,244866.0
3179,1,27,458110.0
2347,3,55,393807.0
3664,4,98,511664.0
1004,2,28,166825.0
2121,4,4,367179.0
2883,4,3,561664.0
2972,1,50,412310.0
3046,5,14,594006.0
1887,5,93,253428.0
3494,1,59,460040.0
3177,1,25,450736.0
1722,1,22,243390.0
1217,5,28,269067.0
3984,1,85,454151.0
838,2,98,50000.0
1158,2,56,123080.0
1461,3,61,179308.0
928,2,58,123647.0
1398,4,47,242300.0
638,3,81,84392.0
3489,2,34,534172.0
1041,4,45,187542.0
2604,2,32,375443.0
1755,4,70,231444.0
3205,1,97,402323.0
2982,4,9,508825.0
883,1,87,60026.0
3107,4,88,440315.0
693,4,47,66242.0
3081,2,43,465055.0
3065,4,90,412974.0
3263,2,69,472576.0
3298,4,62,444534.0
2732,5,48,509172.0
2395,3,71,316170.0
2839,2,84,379186.0
3906,2,40,556523.0
1231,1,82,88950.0
2663,5,97,403609.0
3372,1,38,474139.0
3620,5,22,612623.0
1184,5,12,288684.0
581,4,52,110418.0
3381,1,91,431398.0
2880,3,69,390459.0
3104,5,56,518397.0
2882,5,75,445648.0
1031,2,66,128362.0
2483,4,47,406963.0
720,3,19,179087.0
1134,5,61,212045.0
2269,2,44,292751.0
2870,1,62,358265.0
2374,5,7,454490.0
502,2,25,97252.0
2217,1,37,268403.0
705,4,91,50000.0
2355,1,98,288457.0
539,5,40,191824.0
2606,3,1,400072.0
3498,1,6,545246.0
3121,3,24,500786.0
1143,3,50,201792.0
2030,1,49,280591.0
2407,4,95,351923.0
3390,1,63,384475.0
3693,2,11,580536.0
3166,3,52,445315.0
2643,5,74,381233.0
3985,3,9,610169.0
3806,5,60,605751.0
1397,2,54,194753.0
1585,2,98,179078.0
1779,2,67,214358.0
3108,1,41,478524.0
3452,3,65,471839.0
2895,5,43,439673.0
1170,2,27,189664.0
3695,2,77,481315.0
2005,5,57,348304.0
2864,3,92,359468.0
1218,3,1,224132.0
1571,5,54,251045.0
3980,4,33,615440.0
2455,3,96,312992.0
1659,5,19,333225.0
3772,5,46,588585.0
749,2,93,50000.0
2861,5,25,514110.0
2392,1,83,290837.0
3939,2,0,652289.0
4000,2,64,531899.0
2353,3,88,282546.0
3354,4,96,492597.0
2003,3,86,284131.0
3885,1,74,501677.0
3926,2,14,583522.0
3032,2,13,458155.0
1734,5,54,266335.0
543,4,0,185388.0
3118,4,32,530687.0
1082,5,69,181939.0
3663,1,55,483116.0
1788,4,22,295365.0
3442,2,53,474231.0
719,1,89,50000.0
2425,3,2,428148.0
3472,3,45,549671.0
2948,1,5,480017.0
3971,2,24,580320.0
3274,3,16,513968.0
1490,2,27,214504.0
3446,5,31,610273.0
2312,4,92,276374.0
1357,1,22,197061.0
1303,4,15,231204.0
989,5,95,128605.0
2280,3,25,392815.0
1993,2,32,290856.0
3485,2,57,471750.0
3391,5,47,574679.0
2205,1,82,256247.0
3840,4,54,605669.0
2814,3,40,442040.0
553,1,61,50000.0
3075,5,16,581205.0
1115,5,58,191683.0
1582,2,13,286974.0
2348,3,81,304496.0
3611,1,20,554622.0
3808,2,62,567124.0
1454,3,45,250573.0
2933,4,54,458312.0
2129,4,61,315964.0
3281,2,38,444300.0
3263,1,41,423116.0
1149,3,47,209443.0
2847,4,27,449937.0
894,4,83,138627.0
3778,1,5,608131.0
1859,2,58,262910.0
3140,5,89,475937.0
3061,3,69,401385.0
3749,4,38,556268.0
2943,5,56,454489.0
870,1,53,136485.0
1357,2,59,213993.0
1290,3,89,147816.0
1157,1,16,213181.0
3889,2,39,548501.0
3283,1,65,423367.0
1892,4,84,310617.0
883,4,53,211915.0
2609,5,70,430499.0
3052,1,43,378517.0
738,4,83,131586.0
694,2,66,56865.0
3225,5,56,538227.0
3793,3,35,589923.0
2608,1,56,374196.0
1652,4,42,278801.0
3537,2,43,600818.0
3232,1,61,460554.0
2515,2,82,281110.0
655,5,60,75898.0
3949,4,93,510773.0
1422,4,10,299149.0
3415,5,76,549921.0
3450,2,32,440736.0
2109,1,65,294981.0
3546,2,22,556013.0
1474,1,48,232018.0
1730,5,19,307659.0
2935,3,93,397370.0
2314,1,14,358791.0
3434,4,65,493890.0
1337,4,29,207679.0
2507,4,88,378391.0
1863,2,3,322724.0
2887,2,63,409268.0
703,2,64,109532.0
660,4,7,169409.0
891,1,51,101896.0
1268,4,13,265173.0
3122,1,57,431270.0
3081,2,10,447887.0
1593,3,58,228752.0
3440,2,23,563152.0
904,5,87,127360.0
1107,1,31,134670.0
2114,3,88,300556.0
2040,2,45,292411.0
3375,3,27,514961.0
3691,4,15,589808.0
2337,1,41,319734.0
1189,5,15,240503.0
3449,4,99,505594.0
1740,3,11,284973.0
2603,2,75,348799.0
865,1,61,89146.0
2222,5,33,412688.0
954,2,37,185791.0
603,5,83,50273.0
576,1,46,69437.0
729,3,78,94439.0
2437,5,21,407758.0
3829,1,79,507368.0
3835,5,87,558263.0
2878,2,2,511359.0
1705,5,0,338695.0
1392,2,52,179943.0
2073,2,63,263939.0
3235,1,43,428505.0
2574,4,46,364418.0
3847,5,37,607667.0
2175,3,62,316166.0
798,2,80,72172.0
1456,4,40,274771.0
3346,2,20,549395.0
1614,4,44,281319.0
3027,4,12,543549.0
3120,3,65,465722.0
3005,4,65,419712.0
1974,3,42,317141.0
864,1,61,76756.0
3406,2,88,428355.0
2198,3,91,280866.0
